<<<<<<< HEAD
impression_id, clicked_ad ,cost,currently_insured,number_of_vehicles,number_of_drivers,marital_status,ranked_as,policies_sold
7156, -   ,10,N,2,2,S,2, -   
7157, -   ,10,Y,1,2,S,4, -   
7158, -   ,10,N,1,1,M,4, -   
7159, -   ,10,Y,1,2,M,2, -   
7160, -   ,10,Y,2,2,M,2, -   
7161, -   ,10,Y,2,1,M,5, -   
7162, -   ,10,N,2,1,M,4, -   
7163, -   ,10,N,2,1,M,3, -   
7164, -   ,10,Y,2,1,M,4, -   
7165, -   ,10,N,2,2,M,3, -   
7166, -   ,10,Y,2,1,M,4, -   
7167, -   ,10,Y,2,1,M,5, -   
7168, -   ,10,Y,1,1,M,1, -   
7169, -   ,10,N,2,2,M,2, -   
7170, -   ,10,N,1,1,M,4, -   
7171, -   ,10,Y,1,1,M,3, -   
7172, -   ,10,N,1,2,S,1, -   
7173, -   ,10,Y,2,1,M,5, -   
7174, -   ,10,Y,1,1,M,2, -   
7175, -   ,10,N,2,1,M,5, -   
7176, -   ,10,N,2,2,M,2, -   
7177, -   ,10,N,2,1,S,4, -   
7178, -   ,10,Y,1,2,M,4, -   
7179, -   ,10,N,2,1,M,5, -   
7180, -   ,10,Y,1,2,S,3, -   
7181, -   ,10,Y,2,2,S,2, -   
7182, -   ,10,N,2,1,M,3, -   
7183, 1 ,10,N,1,1,M,1, 1 
7184, -   ,10,Y,1,2,M,2, -   
7185, -   ,10,Y,1,2,M,2, -   
7186, -   ,10,Y,1,1,M,2, -   
7187, -   ,10,Y,1,1,M,3, -   
7188, 1 ,10,Y,1,1,S,1, 1 
7189, -   ,10,N,2,2,M,3, -   
7190, -   ,10,N,1,2,S,2, -   
7191, -   ,10,Y,2,1,M,3, -   
7192, -   ,10,N,2,1,M,3, -   
7193, -   ,10,N,1,1,M,2, -   
7194, -   ,10,N,1,2,M,1, -   
7195, -   ,10,Y,2,2,S,5, -   
7196, -   ,10,Y,2,2,M,4, -   
7197, 1 ,10,Y,1,1,M,1, 1 
7198, 1 ,10,Y,2,2,M,5, -   
7199, 1 ,10,Y,1,2,M,1, 1 
7200, -   ,10,N,2,2,S,4, -   
7201, -   ,10,Y,2,2,M,4, -   
7202, 1 ,10,N,1,2,S,3, -   
7203, -   ,10,Y,1,2,M,3, -   
7204, -   ,10,N,2,1,M,5, -   
7205, -   ,10,Y,1,1,M,3, -   
7206, -   ,10,Y,1,2,M,2, -   
7207, -   ,10,Y,2,1,M,4, -   
7208, -   ,10,N,1,1,M,1, -   
7209, -   ,10,N,2,1,M,5, -   
7210, -   ,10,Y,1,2,S,2, -   
7211, -   ,10,N,1,2,S,2, -   
7212, -   ,10,N,2,1,M,5, -   
7213, -   ,10,Y,2,1,M,5, -   
7214, 1 ,10,Y,1,1,M,2, -   
7215, -   ,10,Y,2,1,M,5, -   
7216, -   ,10,N,2,1,M,5, -   
7217, -   ,10,Y,2,1,M,5, -   
7218, -   ,10,Y,2,1,M,4, -   
7219, -   ,10,N,2,2,M,5, -   
7220, -   ,10,N,2,1,M,5, -   
7221, -   ,10,Y,2,1,M,5, -   
7222, -   ,10,Y,2,1,M,5, -   
7223, 1 ,10,Y,1,2,S,2, 1 
7224, -   ,10,Y,2,1,M,5, -   
7225, -   ,10,N,2,1,M,5, -   
7226, -   ,10,Y,2,1,M,4, -   
7227, 1 ,10,Y,2,1,M,3, 1 
7228, -   ,10,Y,2,2,S,3, -   
7229, -   ,10,N,2,2,S,4, -   
7230, -   ,10,N,1,2,M,2, -   
7231, -   ,10,Y,2,1,M,5, -   
7232, -   ,10,Y,2,1,M,4, -   
7233, -   ,10,Y,2,1,M,5, -   
7234, 1 ,10,Y,1,2,M,2, -   
7235, 1 ,10,Y,1,2,S,1, 1 
7236, -   ,10,N,1,2,M,1, -   
7237, -   ,10,Y,2,1,M,5, -   
7238, -   ,10,Y,2,1,M,5, -   
7239, -   ,10,Y,2,1,S,4, -   
7240, -   ,10,N,2,1,M,5, -   
7241, -   ,10,N,1,2,M,3, -   
7242, -   ,10,N,2,2,S,3, -   
7243, -   ,10,Y,2,1,M,5, -   
7244, -   ,10,Y,2,2,S,4, -   
7245, -   ,10,Y,1,2,S,4, -   
7246, 1 ,10,N,1,2,S,3, 1 
7247, -   ,10,N,2,1,M,5, -   
7248, -   ,10,Y,1,1,M,3, -   
7249, -   ,10,N,2,1,M,5, -   
7250, 1 ,10,N,1,2,M,1, -   
7251, -   ,10,Y,2,1,M,5, -   
7252, -   ,10,N,1,2,M,1, -   
7253, -   ,10,N,2,1,M,4, -   
7254, -   ,10,N,2,1,M,3, -   
7255, -   ,10,Y,2,1,M,5, -   
7256, -   ,10,Y,1,2,M,3, -   
7257, -   ,10,N,1,2,M,3, -   
7258, -   ,10,Y,2,1,M,5, -   
7259, -   ,10,Y,1,1,M,3, -   
7260, -   ,10,N,1,1,M,4, -   
7261, -   ,10,N,1,1,M,2, -   
7262, -   ,10,Y,2,1,M,5, -   
7263, 1 ,10,Y,1,2,S,1, -   
7264, -   ,10,N,2,1,M,4, -   
7265, -   ,10,N,2,2,M,4, -   
7266, -   ,10,Y,2,2,M,4, -   
7267, -   ,10,Y,2,1,M,5, -   
7268, 1 ,10,N,1,2,S,1, 1 
7269, -   ,10,Y,2,1,M,5, -   
7270, -   ,10,Y,2,2,S,3, -   
7271, -   ,10,Y,2,1,M,5, -   
7272, -   ,10,N,2,1,M,4, -   
7273, -   ,10,N,2,2,S,5, -   
7274, -   ,10,Y,2,1,M,4, -   
7275, -   ,10,N,1,2,M,2, -   
7276, -   ,10,N,1,1,M,2, -   
7277, -   ,10,Y,2,2,S,5, -   
7278, -   ,10,Y,1,2,M,3, -   
7279, 1 ,10,N,1,1,M,1, -   
7280, -   ,10,N,2,2,S,4, -   
7281, -   ,10,N,1,1,M,2, -   
7282, -   ,10,N,2,1,M,3, -   
7283, -   ,10,N,1,2,M,1, -   
7284, -   ,10,N,1,1,M,3, -   
7285, -   ,10,Y,2,1,M,3, -   
7286, 1 ,10,Y,1,1,M,1, -   
7287, -   ,10,N,1,1,M,1, -   
7288, -   ,10,N,2,2,S,3, -   
7289, -   ,10,Y,2,2,S,5, -   
7290, -   ,10,N,2,1,M,5, -   
7291, 1 ,10,N,1,2,S,1, 1 
7292, 1 ,10,Y,1,1,M,1, 1 
7293, -   ,10,Y,2,2,S,5, -   
7294, -   ,10,N,1,1,M,2, -   
7295, -   ,10,N,1,2,S,2, -   
7296, -   ,10,Y,2,1,M,5, -   
7297, -   ,10,Y,1,2,S,2, -   
7298, -   ,10,Y,2,1,M,4, -   
7299, -   ,10,Y,1,2,S,3, -   
7300, -   ,10,N,2,1,M,4, -   
7301, -   ,10,Y,1,2,S,1, -   
7302, -   ,10,Y,2,1,S,4, -   
7303, -   ,10,Y,2,1,M,5, -   
7304, -   ,10,Y,1,2,S,2, -   
7305, 1 ,10,Y,1,1,M,1, -   
7306, -   ,10,Y,2,2,S,3, -   
7307, -   ,10,N,2,1,M,5, -   
7308, -   ,10,N,1,1,M,4, -   
7309, -   ,10,Y,2,1,M,5, -   
7310, -   ,10,Y,2,2,S,3, -   
7311, -   ,10,Y,2,1,M,5, -   
7312, -   ,10,Y,2,1,M,5, -   
7313, -   ,10,N,2,1,M,3, -   
7314, -   ,10,Y,1,2,S,4, -   
7315, -   ,10,Y,2,1,M,4, -   
7316, -   ,10,N,2,1,M,3, -   
7317, -   ,10,N,1,2,M,1, -   
7318, -   ,10,Y,2,1,M,5, -   
7319, -   ,10,N,1,2,S,1, -   
7320, -   ,10,Y,1,2,M,3, -   
7321, -   ,10,N,2,1,M,3, -   
7322, -   ,10,Y,2,2,S,2, -   
7323, -   ,10,Y,2,1,M,3, -   
7324, -   ,10,N,2,1,M,3, -   
7325, -   ,10,Y,2,1,M,5, -   
7326, -   ,10,N,2,2,S,5, -   
7327, -   ,10,Y,1,1,M,3, -   
7328, -   ,10,N,1,2,S,1, -   
7329, -   ,10,N,2,1,M,4, -   
7330, -   ,10,N,2,1,M,5, -   
7331, 1 ,10,N,1,2,M,2, 1 
7332, 1 ,10,N,1,1,M,1, -   
7333, -   ,10,N,1,2,S,1, -   
7334, 1 ,10,Y,1,2,M,3, -   
7335, -   ,10,Y,2,2,S,3, -   
7336, -   ,10,N,2,2,M,3, -   
7337, -   ,10,N,2,2,M,4, -   
7338, -   ,10,N,1,2,S,1, -   
7339, -   ,10,Y,2,1,M,5, -   
7340, -   ,10,N,2,1,M,4, -   
7341, -   ,10,N,2,1,M,5, -   
7342, -   ,10,N,2,2,M,3, -   
7343, -   ,10,Y,1,2,M,2, -   
7344, -   ,10,Y,1,1,S,3, -   
7345, -   ,10,N,2,2,M,4, -   
7346, -   ,10,Y,1,1,M,4, -   
7347, -   ,10,N,1,2,S,2, -   
7348, -   ,10,Y,1,2,S,3, -   
7349, 1 ,10,N,1,1,M,2, 1 
7350, -   ,10,N,2,2,S,3, -   
7351, -   ,10,N,2,2,S,2, -   
7352, -   ,10,Y,1,1,M,3, -   
7353, -   ,10,N,1,2,S,2, -   
7354, -   ,10,N,2,1,M,5, -   
7355, -   ,10,N,2,2,M,3, -   
7356, -   ,10,N,2,1,M,5, -   
7357, -   ,10,N,2,1,M,5, -   
7358, -   ,10,Y,1,2,S,3, -   
7359, -   ,10,N,2,1,M,5, -   
7360, -   ,10,N,2,1,M,5, -   
7361, -   ,10,Y,2,1,M,4, -   
7362, -   ,10,N,1,1,M,3, -   
7363, -   ,10,N,1,1,M,2, -   
7364, -   ,10,N,1,1,M,4, -   
7365, -   ,10,N,2,1,M,4, -   
7366, 1 ,10,N,1,2,M,2, -   
7367, -   ,10,Y,2,1,M,3, -   
7368, -   ,10,Y,2,1,M,4, -   
7369, -   ,10,Y,2,2,M,3, -   
7370, -   ,10,Y,2,1,M,5, -   
7371, 1 ,10,N,1,2,S,1, -   
7372, -   ,10,Y,2,2,S,5, -   
7373, -   ,10,Y,1,1,M,3, -   
7374, -   ,10,N,1,1,M,3, -   
7375, -   ,10,N,2,1,M,3, -   
7376, 1 ,10,Y,1,2,M,1, -   
7377, -   ,10,N,2,1,M,5, -   
7378, -   ,10,N,2,2,S,4, -   
7379, -   ,10,Y,1,2,S,3, -   
7380, -   ,10,Y,1,2,S,2, -   
7381, -   ,10,N,1,1,M,1, -   
7382, -   ,10,Y,2,1,M,4, -   
7383, -   ,10,N,1,1,M,3, -   
7384, 1 ,10,N,1,2,S,1, -   
7385, -   ,10,N,2,1,M,4, -   
7386, -   ,10,Y,2,2,M,4, -   
7387, -   ,10,N,2,1,M,5, -   
7388, -   ,10,N,2,2,S,5, -   
7389, -   ,10,Y,2,1,M,5, -   
7390, -   ,10,N,2,1,M,5, -   
7391, 1 ,10,Y,1,2,S,3, -   
7392, 1 ,10,Y,1,2,M,1, 1 
7393, -   ,10,Y,2,1,M,5, -   
7394, -   ,10,N,2,1,M,5, -   
7395, -   ,10,N,2,2,S,3, -   
7396, -   ,10,N,2,1,M,5, -   
7397, -   ,10,N,1,1,M,3, -   
7398, -   ,10,N,1,2,S,3, -   
7399, -   ,10,N,1,1,M,2, -   
7400, -   ,10,Y,2,1,M,4, -   
7401, -   ,10,Y,1,2,M,1, -   
7402, -   ,10,Y,2,1,M,4, -   
7403, -   ,10,N,1,1,M,3, -   
7404, -   ,10,Y,2,1,M,5, -   
7405, -   ,10,N,2,1,M,5, -   
7406, 1 ,10,N,1,2,M,2, -   
7407, -   ,10,Y,2,1,M,5, -   
7408, -   ,10,Y,2,1,M,3, -   
7409, -   ,10,N,2,1,M,5, -   
7410, -   ,10,Y,2,1,M,5, -   
7411, -   ,10,Y,1,2,S,1, -   
7412, -   ,10,Y,2,1,M,5, -   
7413, 1 ,10,N,1,2,M,1, -   
7414, -   ,10,Y,2,1,M,4, -   
7415, -   ,10,Y,2,1,M,5, -   
7416, -   ,10,Y,2,1,M,5, -   
7417, -   ,10,Y,1,1,M,3, -   
7418, -   ,10,N,1,1,M,2, -   
7419, 1 ,10,N,2,1,M,3, 1 
7420, 1 ,10,N,1,2,M,1, -   
7421, -   ,10,N,2,2,M,5, -   
7422, -   ,10,Y,2,1,M,5, -   
7423, -   ,10,Y,1,1,M,3, -   
7424, -   ,10,N,2,2,S,4, -   
7425, -   ,10,N,2,1,M,3, -   
7426, -   ,10,Y,2,2,M,5, -   
7427, -   ,10,N,1,2,S,1, -   
7428, -   ,10,N,2,1,M,5, -   
7429, -   ,10,Y,2,2,M,4, -   
7430, -   ,10,Y,1,2,M,1, -   
7431, 1 ,10,Y,1,1,M,1, -   
7432, -   ,10,N,2,2,M,5, -   
7433, -   ,10,N,2,1,M,5, -   
7434, -   ,10,N,2,1,M,5, -   
7435, -   ,10,Y,2,1,M,4, -   
7436, -   ,10,N,2,2,S,4, -   
7437, -   ,10,N,1,2,M,2, -   
7438, -   ,10,Y,1,1,M,3, -   
7439, -   ,10,Y,1,1,M,3, -   
7440, -   ,10,Y,1,1,M,2, -   
7441, -   ,10,N,2,2,M,4, -   
7442, -   ,10,Y,2,1,M,5, -   
7443, -   ,10,N,2,1,M,3, -   
7444, -   ,10,N,2,1,M,5, -   
7445, -   ,10,N,1,1,M,3, -   
7446, 1 ,10,Y,1,2,S,3, -   
7447, -   ,10,Y,2,2,S,2, -   
7448, 1 ,10,N,2,2,M,3, -   
7449, -   ,10,Y,2,1,M,5, -   
7450, -   ,10,N,2,1,M,4, -   
7451, -   ,10,Y,2,1,M,4, -   
7452, -   ,10,Y,1,2,S,3, -   
7453, -   ,10,Y,2,2,S,2, -   
7454, -   ,10,N,2,1,M,5, -   
7455, -   ,10,Y,2,1,M,5, -   
7456, -   ,10,Y,2,2,M,5, -   
7457, -   ,10,Y,1,1,M,4, -   
7458, -   ,10,Y,2,1,S,5, -   
7459, -   ,10,N,2,1,M,3, -   
7460, -   ,10,N,1,1,M,4, -   
7461, -   ,10,N,1,1,M,3, -   
7462, -   ,10,Y,1,2,S,3, -   
7463, -   ,10,N,2,1,M,5, -   
7464, -   ,10,N,1,1,M,3, -   
7465, -   ,10,Y,2,2,S,5, -   
7466, -   ,10,N,2,2,S,2, -   
7467, -   ,10,Y,2,1,M,4, -   
7468, -   ,10,N,2,1,M,5, -   
7469, -   ,10,N,2,1,M,4, -   
7470, -   ,10,Y,2,1,M,5, -   
7471, -   ,10,Y,2,1,M,4, -   
7472, -   ,10,Y,2,1,M,5, -   
7473, -   ,10,Y,2,1,M,4, -   
7474, -   ,10,Y,2,1,M,5, -   
7475, -   ,10,Y,2,1,M,3, -   
7476, -   ,10,N,2,1,M,4, -   
7477, -   ,10,Y,2,2,M,3, -   
7478, -   ,10,N,1,2,M,2, -   
7479, -   ,10,Y,2,1,M,5, -   
7480, -   ,10,N,2,1,M,5, -   
7481, -   ,10,Y,1,2,M,3, -   
7482, -   ,10,N,2,1,M,5, -   
7483, -   ,10,Y,1,2,M,4, -   
7484, -   ,10,N,1,1,M,3, -   
7485, -   ,10,N,1,2,S,1, -   
7486, -   ,10,Y,2,2,M,4, -   
7487, -   ,10,Y,1,2,M,2, -   
7488, -   ,10,N,2,1,M,5, -   
7489, -   ,10,N,2,2,M,3, -   
7490, 1 ,10,N,1,1,M,1, 1 
7491, -   ,10,N,1,2,S,2, -   
7492, -   ,10,Y,2,1,M,5, -   
7493, -   ,10,Y,2,2,S,4, -   
7494, 1 ,10,Y,1,1,S,4, 1 
7495, -   ,10,Y,2,1,M,4, -   
7496, 1 ,10,N,2,2,M,2, -   
7497, -   ,10,N,2,1,M,4, -   
7498, -   ,10,N,2,1,M,4, -   
7499, -   ,10,N,2,1,M,4, -   
7500, -   ,10,Y,2,1,M,5, -   
7501, -   ,10,Y,1,1,M,4, -   
7502, -   ,10,N,1,1,M,3, -   
7503, -   ,10,Y,2,1,M,4, -   
7504, -   ,10,Y,2,1,M,4, -   
7505, -   ,10,N,2,1,S,5, -   
7506, 1 ,10,N,1,2,S,1, -   
7507, -   ,10,Y,1,2,M,4, -   
7508, -   ,10,N,2,2,S,4, -   
7509, -   ,10,N,2,1,M,5, -   
7510, -   ,10,N,2,1,M,5, -   
7511, 1 ,10,Y,1,2,M,1, -   
7512, -   ,10,Y,2,1,M,5, -   
7513, -   ,10,Y,2,1,M,5, -   
7514, -   ,10,Y,2,1,M,3, -   
7515, -   ,10,Y,1,1,M,1, -   
7516, 1 ,10,N,1,2,M,1, -   
7517, -   ,10,N,2,1,M,5, -   
7518, -   ,10,Y,1,2,M,4, -   
7519, -   ,10,Y,2,1,M,5, -   
7520, 1 ,10,Y,2,2,M,3, -   
7521, -   ,10,Y,1,2,M,4, -   
7522, -   ,10,N,1,1,M,1, -   
7523, -   ,10,Y,1,1,M,1, -   
7524, -   ,10,Y,2,1,M,5, -   
7525, -   ,10,Y,2,1,M,5, -   
7526, -   ,10,Y,2,1,M,4, -   
7527, -   ,10,Y,2,1,M,5, -   
7528, -   ,10,Y,1,2,S,2, -   
7529, -   ,10,Y,2,2,M,3, -   
7530, -   ,10,N,2,1,S,3, -   
7531, -   ,10,N,2,1,M,4, -   
7532, -   ,10,Y,2,1,S,5, -   
7533, -   ,10,Y,1,1,M,4, -   
7534, -   ,10,Y,1,2,M,1, -   
7535, -   ,10,N,1,2,S,1, -   
7536, -   ,10,N,2,2,S,4, -   
7537, -   ,10,Y,1,1,M,2, -   
7538, 1 ,10,N,1,2,S,1, -   
7539, -   ,10,N,1,2,M,3, -   
7540, -   ,10,N,1,2,M,2, -   
7541, -   ,10,Y,2,2,M,4, -   
7542, -   ,10,N,2,2,S,3, -   
7543, -   ,10,N,2,1,M,5, -   
7544, 1 ,10,N,2,2,S,3, 1 
7545, -   ,10,Y,1,2,M,2, -   
7546, -   ,10,N,2,1,M,5, -   
7547, -   ,10,Y,2,1,M,5, -   
7548, -   ,10,Y,2,1,M,5, -   
7549, -   ,10,N,2,2,M,5, -   
7550, -   ,10,Y,1,1,M,3, -   
7551, -   ,10,N,2,1,M,4, -   
7552, -   ,10,Y,1,2,S,4, -   
7553, 1 ,10,Y,1,1,M,1, 1 
7554, 1 ,10,N,1,2,S,1, 1 
7555, 1 ,10,Y,1,2,M,1, -   
7556, -   ,10,Y,1,2,M,3, -   
7557, 1 ,10,N,1,1,M,2, -   
7558, -   ,10,N,1,1,M,2, -   
7559, -   ,10,Y,2,1,M,5, -   
7560, 1 ,10,Y,2,2,S,2, -   
7561, -   ,10,Y,1,2,M,4, -   
7562, -   ,10,N,2,1,M,4, -   
7563, -   ,10,N,1,1,M,3, -   
7564, -   ,10,Y,2,1,M,5, -   
7565, 1 ,10,N,1,1,M,4, 1 
7566, -   ,10,Y,2,1,M,5, -   
7567, -   ,10,Y,2,1,M,5, -   
7568, -   ,10,Y,2,1,M,5, -   
7569, -   ,10,Y,1,2,S,3, -   
7570, -   ,10,Y,2,1,M,4, -   
7571, -   ,10,N,1,1,M,3, -   
7572, -   ,10,Y,2,1,M,5, -   
7573, 1 ,10,Y,2,1,M,3, -   
7574, 1 ,10,N,2,2,S,3, -   
7575, -   ,10,N,2,1,M,4, -   
7576, -   ,10,N,2,2,M,4, -   
7577, -   ,10,Y,1,2,M,2, -   
7578, -   ,10,N,1,1,M,3, -   
7579, -   ,10,Y,2,1,M,3, -   
7580, -   ,10,N,2,1,M,3, -   
7581, -   ,10,N,2,2,M,5, -   
7582, -   ,10,N,1,2,M,3, -   
7583, -   ,10,N,2,2,S,4, -   
7584, -   ,10,N,2,2,M,3, -   
7585, 1 ,10,N,1,1,M,2, -   
7586, 1 ,10,N,2,1,M,3, 1 
7587, -   ,10,Y,2,2,M,5, -   
7588, -   ,10,Y,1,1,M,3, -   
7589, -   ,10,Y,1,1,M,3, -   
7590, -   ,10,Y,2,2,S,3, -   
7591, -   ,10,N,2,1,M,5, -   
7592, -   ,10,Y,2,1,M,4, -   
7593, -   ,10,Y,2,1,M,4, -   
7594, 1 ,10,Y,1,1,M,2, 1 
7595, -   ,10,N,2,2,M,5, -   
7596, -   ,10,N,2,1,M,3, -   
7597, -   ,10,Y,2,1,M,5, -   
7598, -   ,10,Y,1,2,S,2, -   
7599, -   ,10,Y,1,2,S,4, -   
7600, -   ,10,Y,2,1,M,5, -   
7601, -   ,10,N,1,1,M,3, -   
7602, -   ,10,Y,2,2,M,3, -   
7603, -   ,10,N,1,1,S,3, -   
7604, -   ,10,Y,1,2,S,1, -   
7605, -   ,10,Y,2,1,M,4, -   
7606, -   ,10,Y,1,1,M,2, -   
7607, -   ,10,N,2,1,M,4, -   
7608, -   ,10,N,2,1,M,5, -   
7609, 1 ,10,Y,2,2,S,2, 1 
7610, -   ,10,Y,1,2,S,3, -   
7611, -   ,10,N,2,1,M,3, -   
7612, -   ,10,Y,2,2,M,3, -   
7613, -   ,10,Y,1,1,M,4, -   
7614, -   ,10,Y,2,2,S,4, -   
7615, -   ,10,Y,2,2,M,4, -   
7616, -   ,10,Y,1,2,S,2, -   
7617, 1 ,10,Y,2,2,M,2, -   
7618, -   ,10,Y,2,1,M,5, -   
7619, -   ,10,Y,1,1,M,3, -   
7620, -   ,10,Y,1,2,S,3, -   
7621, -   ,10,Y,2,1,M,5, -   
7622, -   ,10,N,2,1,M,5, -   
7623, -   ,10,Y,1,1,M,4, -   
7624, -   ,10,N,1,2,M,1, -   
7625, -   ,10,N,2,1,M,3, -   
7626, -   ,10,Y,2,2,M,5, -   
7627, -   ,10,N,2,2,M,5, -   
7628, -   ,10,Y,1,2,M,3, -   
7629, -   ,10,Y,2,1,M,3, -   
7630, -   ,10,Y,2,1,M,4, -   
7631, -   ,10,N,2,1,M,3, -   
7632, -   ,10,Y,1,2,S,4, -   
7633, 1 ,10,N,2,1,M,5, -   
7634, -   ,10,Y,2,1,M,4, -   
7635, -   ,10,Y,1,2,S,3, -   
7636, -   ,10,N,1,2,S,2, -   
7637, -   ,10,Y,1,1,M,4, -   
7638, -   ,10,N,1,2,M,2, -   
7639, -   ,10,N,2,1,M,5, -   
7640, -   ,10,N,2,2,S,3, -   
7641, -   ,10,N,2,2,S,5, -   
7642, -   ,10,Y,1,2,M,4, -   
7643, -   ,10,Y,2,2,M,4, -   
7644, -   ,10,N,2,1,M,4, -   
7645, -   ,10,N,2,1,M,5, -   
7646, -   ,10,Y,2,2,M,4, -   
7647, -   ,10,Y,2,1,M,3, -   
7648, -   ,10,Y,1,2,M,3, -   
7649, -   ,10,Y,2,2,S,3, -   
7650, -   ,10,Y,1,2,S,3, -   
7651, -   ,10,Y,2,1,M,5, -   
7652, -   ,10,Y,2,2,S,5, -   
7653, -   ,10,N,2,1,M,4, -   
7654, -   ,10,Y,1,1,M,2, -   
7655, -   ,10,N,2,2,M,5, -   
7656, -   ,10,Y,1,1,S,4, -   
7657, -   ,10,N,2,1,M,4, -   
7658, -   ,10,N,2,1,M,5, -   
7659, -   ,10,N,2,1,M,4, -   
7660, -   ,10,N,1,1,M,1, -   
7661, -   ,10,N,2,2,M,5, -   
7662, -   ,10,N,2,1,M,4, -   
7663, -   ,10,Y,2,1,M,5, -   
7664, -   ,10,Y,2,1,M,3, -   
7665, -   ,10,Y,2,1,M,5, -   
7666, 1 ,10,Y,2,1,M,3, 1 
7667, -   ,10,N,1,2,M,3, -   
7668, -   ,10,N,2,1,M,5, -   
7669, 1 ,10,N,1,2,M,2, -   
7670, -   ,10,N,2,1,M,5, -   
7671, -   ,10,Y,2,2,M,4, -   
7672, -   ,10,N,1,2,M,3, -   
7673, -   ,10,Y,2,1,M,5, -   
7674, -   ,10,Y,2,1,M,4, -   
7675, -   ,10,N,2,2,M,3, -   
7676, -   ,10,N,2,1,M,5, -   
7677, -   ,10,Y,2,2,M,4, -   
7678, 1 ,10,Y,2,2,S,3, -   
7679, -   ,10,N,2,1,M,4, -   
7680, -   ,10,N,1,1,S,1, -   
7681, -   ,10,N,2,1,M,5, -   
7682, -   ,10,N,2,1,M,5, -   
7683, 1 ,10,N,1,2,M,1, 1 
7684, -   ,10,Y,2,1,M,5, -   
7685, -   ,10,N,1,1,M,3, -   
7686, 1 ,10,Y,2,1,M,3, -   
7687, -   ,10,Y,2,2,S,5, -   
7688, -   ,10,Y,2,1,M,4, -   
7689, -   ,10,N,1,2,M,1, -   
7690, -   ,10,N,2,1,S,5, -   
7691, -   ,10,Y,2,1,M,5, -   
7692, -   ,10,Y,1,2,S,1, -   
7693, -   ,10,Y,2,1,M,5, -   
7694, -   ,10,Y,2,2,S,2, -   
7695, -   ,10,Y,1,2,M,3, -   
7696, -   ,10,Y,2,1,M,5, -   
7697, -   ,10,N,1,1,M,3, -   
7698, -   ,10,N,2,1,M,5, -   
7699, -   ,10,Y,1,1,M,2, -   
7700, -   ,10,Y,2,1,M,5, -   
7701, 1 ,10,Y,1,2,S,2, -   
7702, -   ,10,Y,2,1,M,3, -   
7703, 1 ,10,N,1,2,M,1, -   
7704, -   ,10,N,2,1,M,3, -   
7705, -   ,10,N,1,2,S,1, -   
7706, 1 ,10,Y,1,1,M,2, 1 
7707, -   ,10,N,2,2,S,5, -   
7708, -   ,10,N,2,1,M,5, -   
7709, -   ,10,N,2,1,M,5, -   
7710, -   ,10,N,2,1,M,4, -   
7711, -   ,10,Y,1,1,M,2, -   
7712, 1 ,10,Y,1,2,M,3, -   
7713, -   ,10,N,1,1,M,2, -   
7714, -   ,10,Y,2,1,M,5, -   
7715, -   ,10,Y,2,1,M,5, -   
7716, -   ,10,Y,2,2,S,4, -   
7717, -   ,10,N,1,1,M,4, -   
7718, -   ,10,N,2,1,M,4, -   
7719, -   ,10,Y,2,1,M,5, -   
7720, -   ,10,Y,2,1,M,5, -   
7721, -   ,10,N,2,1,M,5, -   
7722, 1 ,10,N,1,2,M,1, 1 
7723, -   ,10,N,2,1,M,3, -   
7724, -   ,10,Y,2,1,M,5, -   
7725, -   ,10,N,1,1,M,4, -   
7726, 1 ,10,N,2,2,M,3, -   
7727, -   ,10,N,1,2,S,2, -   
7728, -   ,10,N,2,1,M,3, -   
7729, -   ,10,Y,2,2,M,3, -   
7730, -   ,10,N,2,1,M,5, -   
7731, 1 ,10,N,1,1,M,1, -   
7732, -   ,10,Y,1,2,S,4, -   
7733, -   ,10,Y,2,1,M,4, -   
7734, -   ,10,Y,2,1,M,5, -   
7735, -   ,10,N,2,1,M,5, -   
7736, -   ,10,Y,1,1,M,2, -   
7737, -   ,10,Y,1,2,M,2, -   
7738, -   ,10,Y,1,1,M,1, -   
7739, -   ,10,N,1,2,S,1, -   
7740, -   ,10,N,2,1,M,5, -   
7741, -   ,10,Y,1,2,M,2, -   
7742, -   ,10,N,2,1,M,4, -   
7743, -   ,10,N,2,1,M,3, -   
7744, -   ,10,N,1,1,M,3, -   
7745, -   ,10,N,1,2,M,2, -   
7746, -   ,10,N,2,2,S,3, -   
7747, -   ,10,N,1,2,S,2, -   
7748, -   ,10,Y,2,2,S,4, -   
7749, -   ,10,N,1,1,M,2, -   
7750, -   ,10,N,2,2,S,5, -   
7751, -   ,10,Y,2,2,S,4, -   
7752, 1 ,10,N,2,2,S,2, -   
7753, -   ,10,Y,2,1,M,4, -   
7754, -   ,10,N,2,2,S,4, -   
7755, -   ,10,Y,2,1,M,4, -   
7756, -   ,10,N,2,1,S,5, -   
7757, -   ,10,N,2,1,M,4, -   
7758, -   ,10,Y,2,1,M,4, -   
7759, -   ,10,Y,2,2,M,4, -   
7760, -   ,10,Y,2,1,M,4, -   
7761, -   ,10,Y,2,1,M,4, -   
7762, -   ,10,N,2,1,M,5, -   
7763, -   ,10,Y,1,2,S,2, -   
7764, -   ,10,N,2,1,M,5, -   
7765, -   ,10,N,2,1,M,5, -   
7766, -   ,10,Y,2,1,M,5, -   
7767, 1 ,10,Y,1,1,M,1, 1 
7768, -   ,10,N,2,1,M,5, -   
7769, -   ,10,N,2,1,M,3, -   
